work_id,title,rating,category,relationship,character,freeform
5108951,As Far As The Horizon,Teen And Up Audiences,F/F,Luna Lovegood/Ginny Weasley,"Ginny Weasley, Luna Lovegood","Alternate Universe - Post-War, The Quibbler, Newspaper Editor!Luna, Quidditch Player Ginny Weasley, Domestic, young adulthood, Beaches, Trauma, Emotional Support, Traumaversary, Rockpool, Cold Weather, Kissing"
4918066,Trust and Understanding,General Audiences,M/M,Draco Malfoy/Charlie Weasley,"Draco Malfoy, Charlie Weasley","Werewolf, Alternate Universe - Werewolf, Post-Deathly Hallows, Getting Together, First Kiss, Confusion, Worry, Werewolf Draco, the wizarding world hates werewolves, Minor Violence, mentions of Fenrir Greyback, Perevod na russkii | Translation in Russian"
5033254,The Eye of the Storm,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black, James Potter, Peter Pettigrew",
5025739,His Reflection,General Audiences,M/M,"Sirius Black/Remus Lupin, Remus Lupin/James Potter, James Potter & Lily Evans Potter, Implied Sirius/Lily",,"Cheating, Angst, Hurt No Comfort, Hurt, Seriously not a happy time guys, James is a prat, Jealous James, Poor Remus"
5072839,Somewhere In Between,Teen And Up Audiences,M/M,Teddy Lupin/James Sirius Potter,"Teddy Lupin, James Sirius Potter","Drabble, Unrequited Love, Not Actually Unrequited Love, Angst, Friends With Benefits"
4893550,Lumos Solem,General Audiences,Gen,Rose Weasley & Albus Severus Potter,"Rose Weasley, Albus Severus Potter, Slytherin Student(s), Gryffindor Student(s), James Sirius Potter, Scorpius Malfoy, Portrait Severus Snape","Next Generation, Emotional Hurt/Comfort, Discrimination, Protectiveness"
4975921,Brothers,General Audiences,Gen,Aberforth Dumbledore & Albus Dumbledore,,
4961170,10 Reasons Why James Wouldn't Date Teddy,General Audiences,M/M,Teddy Lupin/James Sirius Potter,"James Sirius Potter, Teddy Lupin, Victoire Weasley","past teddy/victoire - Freeform, poem, 10 reasons"
4965694,One Afternoon,Teen And Up Audiences,Gen,"Poppy Pomfrey & Severus Snape, Eileen Prince & Severus Snape, Eileen Prince/Tobias Snape","Poppy Pomfrey, Severus Snape, Eileen Prince, Lucius Malfoy","Canon Compliant, Pre-Marauders' Era, Child Abuse, Kid Fic"
4948312,Meeting the Parents,General Audiences,F/F,Daphne Greengrass/Padma Patil,,
5125250,All The Way,General Audiences,F/M,Hermione Granger/Fred Weasley,,
5103785,For Your Good Health,General Audiences,M/M,Neville Longbottom/Blaise Zabini,,
4916302,Therapy,General Audiences,Gen,,"Hermione Granger, Blaise Zabini",
5103665,october & april,Mature,F/M,Scorpius Malfoy/Dominique Weasley,"Scorpius Malfoy, Dominique Weasley, Rose Weasley, Albus Severus Potter",Angst with a Happy Ending
4931044,Founders' Beliefs,General Audiences,Gen,,"Godric Gryffindor, Rowena Ravenclaw, Salazar Slytherin, Helga Hufflepuff, Hogwarts School of Witchcraft and Wizardry (Harry Potter)","Abstract, Musing, what did i write, This is why you don't write late at night., Hogwarts, Founders, Founders' Values, House Traits, Different perspectives"
5064355,Here There Be Dragons,General Audiences,Gen,,Charlie Weasley,Slice of Life
4981537,Express Yourself,Teen And Up Audiences,F/M,George Weasley/Original Female Character(s),"George Weasley, Fred Weasley","One Shot, Fred Lives, Post-Second War with Voldemort, Love Confessions, Surprise Kissing"
4942060,Wrappers,General Audiences,"F/M, Gen","Hannah Abbott/Neville Longbottom, Neville Longbottom & Original Female Character(s)","Hannah Abbott, Neville Longbottom, Original Female Character(s)","Next-Gen, Harry Potter Next Generation, Original Character(s), POV Original Character, Kid Fic, Uncle-Niece Relationship, Bonding"
4959574,"And Then, A Summer Rain.",General Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","hugging it out is definitely the solution, bookverse, Prisoner of Azkaban, HP - Freeform, Angst, Oneshot, may become part of a series, I have a lot of Wolfstar feelings, wolfstar"
4913311,Epilogus iugis  - Frederick,General Audiences,Gen,,"Percy Weasley, Frederick Albus Weasley (OC)",
5041405,"Not so easy, this apparition thing",General Audiences,Gen,,"Charlie Weasley, Bill Weasley, Nymphadora Tonks",
5066734,Adjustments,Mature,M/M,Albus Dumbledore/Severus Snape,"Albus Dumbledore, Severus Snape",
2474153,More Than Worth It,Explicit,F/M,Hermione Granger/Ron Weasley,"Hermione Granger, Ron Weasley, Harry Potter (mentioned), George Weasley (Mentioned), Ginny Weasley (mentioned)","Shameless Smut, Christmas, New Year's Eve, Vaginal Sex, Vaginal Fingering, Masturbation, Mutual Masturbation, Gift Giving, Sex Toys, Vibrators, Oral Sex, Cunnilingus, Blow Jobs, Woman on Top, Awkward Sexual Situations, Canon Compliant, Canon Universe, Black Hermione Granger, POV Hermione Granger, POV Female Character, First Orgasm, POC Hermione Granger, Explicit Consent, Large Cock"
22226659,Undercover,General Audiences,F/M,James Potter/Lily Evans Potter,,"Alternate Universe - Spies & Secret Agents, Alternate Universe - Teachers, Undercover, Fluff and Humor, Flirting, Alternate Universe - Modern Setting, Alternate Universe - Muggle"
5014825,The Dog Toys | Wolfstar,Explicit,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin, James Potter","Safe Sane and Consensual, BDSM, Cock Rings, Handcuffs, Versatile Sirius Black, Versatile Remus Lupin, Dirty Talk, Marking, Biting, Traffic Lights System Sex, blowjob, Rough Sex, Desk Sex, Anal Sex, Condom, Teasing, Masterbation, sir, Praise, seventh year marauders"
5056042,Are you going to hit me?,General Audiences,M/M,James Potter/Severus Snape,"James Potter, Severus Snape","Why the hekk would you cancel a date with sev??, Wait this gets deep real fast, dont be a jerk, james please, Dont hit me, Abusive Family, Stupid quidditch, Stop kissing girls"
4990975,Halfway,General Audiences,F/F,Hermione Granger/Luna Lovegood,"Luna Lovegood, Hermione Granger",
4951615,Perks of Having a Slytherin as a Roommate,Explicit,M/M,Albus Severus Potter/Scorpius Malfoy,"Albus Severus Potter, Scorpius Malfoy","Alternate Universe - College/University, Mild Smut, fluff?, Albus ignoring Scorpius, or trying to anyways, use your imagination at the end, Blow Jobs"
5019664,"My Heart, My Home",General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks",Poetry
4969249,Small Things,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks",Remadora
4924414,The Present,General Audiences,F/M,Bellatrix Black Lestrange/Rodolphus Lestrange,"Bellatrix Black Lestrange, Rodolphus Lestrange",
5023024,His Guardian Angels,Teen And Up Audiences,"F/M, M/M","Sirius Black/Remus Lupin, James Potter/Lily Evans Potter","Sirius Black, Remus Lupin, Bellatrix Black Lestrange, James Potter, Lily Evans Potter","Alternate Universe - Canon Divergence, Attempt at Humor, Hopeful Ending, Animagus, Sick Character, Hospitalization, Supernatural Elements, Implied Sexual Content"
4924174,Dance With Me,General Audiences,F/M,Luna Lovegood/Draco Malfoy,"Draco Malfoy, Luna Lovegood",Fluff
5118422,A Cold Autumn Wind,General Audiences,F/M,Hermione Granger/Ron Weasley,"Hermione Granger, Ron Weasley",
5094305,Flat Hunting,General Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, James Potter, Remus Lupin","Pre-Slash, Alternate Universe - Modern Setting, Alternate Universe - Non-Magical"
5105795,outside.,General Audiences,F/F,Hermione Granger/Luna Lovegood,"Hermione Granger, Luna Lovegood",
4916329,Stargazing,Mature,M/M,"Sirius Black/Remus Lupin, wolfstar - Relationship","Remus Lupin, Sirius Black, Peter Pettigrew, James Potter","Alternate Universe - Muggle, Muggle AU, Summer Camp, Alternate Universe - Summer Camp"
4926748,My Name is Sirius,General Audiences,Gen,,"Sirius Black, Minerva McGonagall","Trans, Trans Character, Trans Male Character, Trans Sirius Black"
4986670,Christmas Weasley Chess,General Audiences,Gen,,"Fred Weasley, George Weasley, Ron Weasley, Ginny Weasley",
4974445,all of him,Explicit,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Smut, Romance"
5020330,get your act together we could be just fine,Teen And Up Audiences,F/F,Fleur Delacour/Nymphadora Tonks,"Fleur Delacour, Nymphadora Tonks",
5003524,All the Wisdom of Your Ways,General Audiences,F/M,Hermione Granger/Severus Snape,"Severus Snape, Hermione Granger",Het
4957810,Three's a Crowd,Explicit,M/M,"Sirius Black/Remus Lupin, Sirius Black/James Potter, Remus Lupin/James Potter, Sirius Black/Remus Lupin/James Potter","Sirius Black, James Potter, Remus Lupin","Threesome - M/M/M, Light Dom/sub, sub Remus, Dom Sirius, Anal Sex, Blow Jobs, Blindfolds, Aftercare"
5037160,came forth sweetness,Teen And Up Audiences,M/M,Remus Lupin/Severus Snape,"Remus Lupin, Severus Snape",
4944622,The Evil Spirit Rise,Teen And Up Audiences,F/M,Lily Evans Potter/Severus Snape,"Severus Snape, Lily Evans Potter","Childhood Friends, Child Abuse, Child Neglect, Harm to Children, Drunkenness, Domestic Violence, Dysfunctional Family, Dark Magic, Love Potion/Spell, Apologies"
5117786,How to have fun at a Halloween party,Teen And Up Audiences,F/M,Sirius Black/Marlene McKinnon,"Sirius Black, Marlene McKinnon",
4971190,Horoscopes Always Know it Best,General Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black","Fluff, Romance"
4943794,Working Together,General Audiences,Gen,,"Neville Longbottom, Pomona Sprout, Draco Malfoy","Bullying, Herbology, Mentor/Protege, Friendship"
13609995,Hair trauma,Teen And Up Audiences,Gen,,"Draco Malfoy, Narcissa Black Malfoy","Drabble, Drabble Day 2015"
4910083,In case of emergencies,General Audiences,F/M,Hermione Granger/Ron Weasley,"Ron Weasley, Hermione Granger","Fluff, Post-Hogwarts"
4924012,Different Ways,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Teddy Lupin",Remadora
4939705,Sorry,General Audiences,F/M,Luna Lovegood/Draco Malfoy,"Draco Malfoy, Luna Lovegood",First Love
5058622,my dreams are reality now,Teen And Up Audiences,F/F,Katie Bell/Cho Chang,"Katie Bell, Cho Chang",
4917088,Eternally Bonded,Explicit,F/M,Hermione Granger/Severus Snape,,"Creature Fic, Character Turned Into Vampire, Vampires"
7403440,"James, King of the Text",Mature,F/M,James Potter/Lily Evans Potter,,"no word count because this is a texting fic, so everything is in images, Social Media, Tumblr: jilytober, Alternate Universe - Modern Setting, Alternate Universe - Everyone Lives/Nobody Dies, Alternate Universe"
4907029,Smashed Potions,Explicit,M/M,Fred Weasley/George Weasley,,"Twincest, Fred on aphrodisiacs"
5067163,The Things Sirius Black Thinks About When He Thinks About Remus Lupin,Teen And Up Audiences,M/M,"Sirius Black/Remus Lupin, wolfstar - Relationship","Sirius Black, Remus Lupin",
5013775,Save,General Audiences,Gen,,"Oliver Wood, Minerva McGonagall","Friendship/teacher fic, the shortest fic I've ever written"
4964023,It's Not A Cry That You Hear At Night,Teen And Up Audiences,Gen,"Lucius Malfoy/Narcissa Black Malfoy, Andromeda Black Tonks/Ted Tonks","Narcissa Black Malfoy, Andromeda Black Tonks","Post-Traumatic Stress Disorder - PTSD, Silence, Muteness, Implied/Referenced Torture, Canonical Character Death, Alternate Universe - Canon Divergence, Post-Second War with Voldemort, Sisters, Grief/Mourning"
31462007,To Have Someone,General Audiences,,,"Blaise Zabini, Draco Malfoy","Aromantic, Asexual Character, Discussions of sexuality"
5064880,Meet,General Audiences,F/M,Hermione Granger/Lucius Malfoy,"Hermione Granger, Lucius Malfoy","Drabble, poem, Fluffy"
4956139,Tied With a Ribbon,Teen And Up Audiences,F/M,Scorpius Malfoy/Lucy Weasley,"Lucy Weasley, Scorpius Malfoy","Romance, Humor, Christmas Presents"
5113409,Falling Alone,Teen And Up Audiences,F/M,Hermione Granger/Ron Weasley,"Hermione Granger, Ron Weasley","Poetry, Romance, Post-War"
5091227,Her King,Explicit,F/M,Hermione Granger/Kingsley Shacklebolt,"Hermione Granger, Kingsley Shacklebolt","Post-War, Fluff and Smut, Complete"
4965880,Drink,General Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","POV Outsider, Panic Attacks, Alternate Universe"
5037133,John Lennon and the soul of Yoko Ono.,Mature,M/M,Seamus Finnigan/Neville Longbottom,"Seamus Finnigan, Neville Longbottom, Dean Thomas, Colin Creevey, Ginny Weasley",
5069854,Tragicomedy,General Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Implied Relationships, Drabble, really short"
5020672,The Night Diminished,Teen And Up Audiences,F/F,Luna Lovegood/Ginny Weasley,"Ginny Weasley, Luna Lovegood",Mild Hurt/Comfort
13634097,Bad Hair Day,General Audiences,Gen,,"Percy Weasley, Fred Weasley, George Weasley","Drabble, Drabble Day 2015, bad hair day"
4975144,"Of Love, Wine and Priorities",Explicit,F/M,Hermione Granger/Theodore Nott,"Hermione Granger, Theodore Nott, Pansy Parkinson, Kingsley Shacklebolt","Romance, Angst, Drama"
4933645,Trapped,Mature,Gen,,Sirius Black,"Post-Traumatic Stress Disorder - PTSD, Mental Instability, Community: HPFT, Sirius Black Has PTSD"
4915858,Take your Time,General Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks",Remadora
5097296,Wedding Bells,General Audiences,M/M,Remus Lupin/Severus Snape,"Severus Snape, Remus Lupin, Hermione Granger","Weddings, Established Relationship"
4946707,Lost,General Audiences,Gen,Alicia Spinnet/Fred Weasley,"Alicia Spinnet, Fred Weasley","Christmas Fluff, Friendship/Love, Drabble"
5058298,Lies & Other Bullshit,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin, Albus Dumbledore","Angst, Post-Hogwarts, Wartime"
5000614,Honey and Gold,Explicit,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Autumn, Romance, Not Epilogue Compliant, Kitchen Sex"
5100473,Dudley Ponders Harry Hunting,Teen And Up Audiences,Gen,,Dudley Dursley,"Dudley point of view, musings, a little angsty bordering on darkish ponderings"
5033674,Christmas Shopping,General Audiences,M/M,Remus Lupin/Severus Snape,"Remus Lupin, Severus Snape","Christmas, Shopping, Established Relationship, Christmas Fluff"
5101046,She,Teen And Up Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks, Teddy Lupin, Sirius Black","Angst, Romance, Monologue"
4956160,carpe noctem,Teen And Up Audiences,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy",Post-Traumatic Stress Disorder - PTSD
4928983,Beach You Didn't See That Coming,General Audiences,F/M,Hermione Granger/Viktor Krum,"Hermione Granger, Viktor Krum","Friendship, prompt, Oneshot, AU"
5060488,Her mousy brown hair,Teen And Up Audiences,F/M,Remus Lupin/Nymphadora Tonks,"Remus Lupin, Nymphadora Tonks","Romance, Hurt/Comfort, Angst, happy end-ish"
4912486,In the Forbidden Forest,Teen And Up Audiences,M/M,Remus Lupin/Severus Snape,"Severus Snape, Remus Lupin, Albus Dumbledore","Humour, Established Relationship, Getting Lost"
5063623,The Invisible Man.,Explicit,M/M,Percy Weasley/Other(s),Percy Weasley,"Penelope Clearwater (mentioned), Oliver Wood (mentioned), Unknown sexual partner"
5068369,Soup,Teen And Up Audiences,M/M,Justin Finch-Fletchley/Blaise Zabini,"Justin Finch-Fletchley, Blaise Zabini","Pre-Slash, Mutual Pining"
4971148,Lost and Found,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black","Character Death, Fluff, Romance, Hurt/Comfort, Alternate Universe"
4909804,We Have To Know,General Audiences,Gen,,"Hannah Abbott, Ernie Macmillan","Friendship, Male-Female Friendship, Coming Out, Star Trek References, Spock Quote, It's Allright, Best Friends"
5109428,Waking Dreams,Teen And Up Audiences,F/M,Draco Malfoy/Original Female Character(s),"Draco Malfoy, Original Female Character(s)",
5069188,Life Was Beginning Over Again With the Summer,Teen And Up Audiences,F/M,Hermione Granger/Draco Malfoy,"Draco Malfoy, Hermione Granger","Language, Romance, Fluff, Redeemed Draco, Alternate Universe, Heatwave"
5037202,sometimes goodbye (the gimme more dignity mix),Teen And Up Audiences,M/M,"Cedric Diggory/Neville Longbottom, Colin Creevey/Neville Longbottom","Cedric Diggory, Neville Longbottom, Colin Creevey, Zacharias Smith",
4992496,Smudges,General Audiences,M/M,Seamus Finnigan/Dean Thomas,"Dean Thomas, Seamus Finnigan","First Kiss, Bisexual Character, Fluff, general deamus adorableness"
4948333,Finding the Right Broom,Explicit,F/M,Hermione Granger/Charlie Weasley,"Hermione Granger, Charlie Weasley","PWP, Quidditch, Sweat, Brooms, broomshed"
4875562,8. Left out,Mature,Multi,Hermione Granger/Fred Weasley/George Weasley,"Hermione Granger, Fred Weasley, George Weasley","Threesome - F/M/M, Incest, Sibling Incest, Fluff, Polyamory"
4924363,Midnight Visitor,General Audiences,F/M,Sirius Black/Hermione Granger,"Sirius Black, Hermione Granger","First Love, Teen Angst, Angst and Hurt/Comfort"
4941949,Something New,Explicit,M/M,Colin Creevey/Blaise Zabini,"Blaise Zabini, Colin Creevey","Rituals, Mpreg, Impregnation, Fluff and Smut, Body Modification, temporary magical vagina"
4950196,A Kitten For Severus,Teen And Up Audiences,F/M,Hermione Granger/Severus Snape,"Hermione Granger, Severus Snape","Fan Art, Traditional Art, Drawings, Books & Novels, Pencil, Community: sshg_promptfest"
4943350,Passing Love Letters,Teen And Up Audiences,F/F,Hannah Abbott/Hermione Granger,"Hannah Abbott, Hermione Granger","Love Letters, Secret Admirer, Bisexuality, Bisexual Character"
5115494,True Poison is Paper and Ink,Teen And Up Audiences,Gen,"Ambiguous or Implied Relationship(s), One-Sided - Relationship","Ginny Weasley, Tom Riddle | Voldemort","Alternate Universe - Dark, Dark Ginny Weasley"
5784268,A Muggle Halloween,General Audiences,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy, Luna Lovegood","Fluff, Halloween, Halloween Costumes, luna knows everything"
4914958,Before The Storm,General Audiences,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin","Winter, Christmas, Moonlight, 1995, don't let this one fool you into thinking it'll end happily"
5063605,Man of the Hour.,Mature,"F/M, M/M","Percy Weasley/Oliver Wood, Penelope Clearwater/Percy Weasley, Roger Davies/Percy Weasley, Oliver Wood/Roger Davies","Percy Weasley, Roger Davies",
4920841,Friends and Their Benefits,Teen And Up Audiences,F/M,Theodore Nott/Pansy Parkinson,"Pansy Parkinson, Theodore Nott","Friends With Benefits, Angst with a Happy Ending, Post-War, Post-Hogwarts"
5056378,Get a Room,General Audiences,F/M,Lysander Scamander/Roxanne Weasley,"Lysander Scamander, Roxanne Weasley, Lorcan Scamander (mentioned)","gryffindors in love, roxanne and lysander live together, but in separate rooms"
5012161,as if i'm in on the joke,Teen And Up Audiences,F/M,Ginny Weasley/Blaise Zabini,"Blaise Zabini, Ginny Weasley","Angst, Unrequited Love, Friends With Benefits, Post-Battle of Hogwarts"
5050162,Late Night At Hogwarts,Mature,M/M,Lucius Malfoy/Severus Snape,"Lucius Malfoy, Severus Snape","Slash, One Shot, late night, very short, tiny bit of fluff, straight into smut, Smut, Complete, Finished"
13578297,Waves,General Audiences,"F/M, Gen","Hermione Granger/Ron Weasley, Hermione Granger/Physics","Hermione Granger, Ron Weasley","Drabble Day 2015, Drabble, Hermione explains stuff to Ron"
4931002,Don't Threaten the Lion's Cubs,General Audiences,Gen,,Minerva McGonagall,"BAMF McGonagall, She is badass, Battle of Hogwarts, Protective McGonagall, McGonagall pulled her wand out OH SHIT RUN"
4943770,Shared Afternoons,Teen And Up Audiences,F/M,Severus Snape/Pomona Sprout,"Severus Snape, Pomona Sprout, Minerva McGonagall, Albus Dumbledore","Coffee, Coffee Addiction, Addiction, Companionable Snark, Romance, Friendship/Love, Friendship"
5038273,Happy,General Audiences,F/F,Hermione Granger/Ron Weasley,"Ron Weasley, Hermione Granger, Rose Weasley, Hugo Weasley","Family, Fluff and Angst, Emotional Hurt/Comfort, Hurt/Comfort, Nightmares"
5114603,He'd Promised,Not Rated,M/M,Sirius Black/Remus Lupin,"Sirius Black, Remus Lupin, James Potter, Peter Pettigrew, Severus Snape","The Prank, Aftermath of the prank, Angst, First Kiss, Angst and Feels, Insomnia, remus is sad, sirius doesn't deal with things healthily"
4966924,The Stranger,Teen And Up Audiences,F/M,Severus Snape/Original Female Character(s),Severus Snape,"Vignette, Tango, Sensuality, Dancing, One Shot, Descriptive imagery, Hedonistic, No Dialogue, Community: hp_silencio, Complete"
4961614,Ways to Lose and Win,Not Rated,F/M,Lucius Malfoy/Hermione Granger,"Lucius Malfoy, Hermione Granger, The Grangers","Hermione has a Sister, also everyone moved to the US?, because it works for me, gratuitous references to greek and norse mythology, also a first attempt at smut, they all have PTSD, let's be honest they do, Good!Lucius, or - Freeform, not-so-good!hermione?, idek, Not Epilogue Compliant, at all, ron can just not exist, also it's not really smut, but I did try!!, kind of-ish"
4985125,Shipwreck,General Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black","Valentine's Day, Emotional Hurt/Comfort, Depression, Sirius Needs a Hug, (my favorite tag apparently)"
5088154,Bloody Mouth,Teen And Up Audiences,F/M,Lavender Brown/Bill Weasley,"Bill Weasley, Lavender Brown","I DO NOT GIVE PERMISSION FOR MY WORKS TO BE TRANSLATED, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE BOUND FOR PROFIT, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE REPOSTED TO ANOTHER SITE, I DO NOT GIVE PERMISSION FOR MY WORKS TO BE PRINTED OUT AND SOLD TO OTHERS IN ANY FORMAT"
5078467,Aftermath,General Audiences,F/M,Hermione Granger/Theodore Nott,"Hermione Granger, Theodore Nott, Madam Pince","just a small drabblish depiction of two characters i think would be interesting together, post war feelings and all, my heartbreaks at the idea of the ruined library tbh"
5030782,You Taste Like Magic,General Audiences,"F/M, Gen",Hermione Granger/Fred Weasley,"Fred Weasley, George Weasley, Hermione Granger","Fremione - Freeform, just a little anyway, FRED IS NOT DEAD, I REFUSE TO EXCEPT THAT FRED WEASLEY DIED, HE JUST DIDNT"
5065510,An Irrational Evening,Explicit,F/M,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy, Ginny Weasley, Luna Lovegood, Angelina Johnson","One Shot, Smut, Sexual Content, Explicit Sexual Content, Drunk Dancing, Morning After, Girls' Night Out, Redeemed Draco, Adult Draco Malfoy, Adult Hermione Granger"
5018899,The Wolves Inside Us,Teen And Up Audiences,M/M,Remus Lupin/Severus Snape,"Severus Snape, Remus Lupin","Art, Macro photography, Snupin Santa Fest, Lego, Almost a hurt/comfort vibe (though not quite that), The teen rating is for implied violence, Short little piece"
5116496,Grapefruit Moon,Teen And Up Audiences,M/M,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black","1970s, Alternate Universe - Non-Magical, Walk Into A Bar, Piano, Crushes, Unresolved Romantic Tension, Implied/Referenced Homophobia, Period-Typical Homophobia, POV Remus Lupin, Pining, Implied/Referenced Alcohol Abuse/Alcoholism, Alcohol, Meet-Cute"
