Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,work_id
0.46132017848183793,0.2301855306873077,0.1201846236784779,0.08431536866481136,0.00035661391268028176,0.0003564495850260635,0.10292456011337567,0.0003566748764830116,76158526
0.3438844171726713,0.46014601210187756,0.0009626995052494298,0.000962664705249419,0.0009626154526003359,0.032376847101292405,0.15974192026533415,0.0009628236957253857,76147721
0.3759445793031437,0.3421265238531635,0.0007194514248477949,0.10574735315506148,0.0007195773676086164,0.0007201981786464928,0.1733026977479645,0.000719618969563841,75292571
0.47245901370639465,0.060537077488235266,0.00043328045414939146,0.0004332147331808102,0.0004332219696009872,0.00043360492521723543,0.46483723501956303,0.0004333517036586266,74128081
0.0008232819785377382,0.0008232819057175194,0.0008232222404483435,0.0008241368695615306,0.0008233699778857426,0.0008231595592124702,0.9942353546825521,0.0008241927860847154,73599016
0.23898508053958206,0.0006233913430585718,0.0006230975299194295,0.7572769022933697,0.0006227122507920584,0.0006226858897834894,0.0006231390241800323,0.0006229911293146334,73513201
0.3533099272191024,0.09845189579947512,0.0007636668309279821,0.0007635125974512718,0.0007632076544659266,0.33096561615716324,0.2142184376732856,0.0007637360681286424,73512871
0.04747607053473166,0.0003347724375065054,0.7919856529585088,0.0003348776922569163,0.0003347161341649327,0.0787799325584224,0.08041915782886093,0.0003348198555479119,73511111
0.0005591153705457162,0.0005590884839211382,0.25799847162680734,0.19155565247013961,0.0005587666444960628,0.023256607711889907,0.1856700162593312,0.33984228143286904,73510111
0.54616277503893,0.0006623714954841856,0.0006624067628327811,0.10813253448076572,0.0006624504027720037,0.189179005620265,0.15387598862457677,0.0006624675743735467,73509761
0.0014899396785439999,0.0014899685855287433,0.0014902487182193152,0.03780576085813088,0.0014895302587400773,0.3496862690104061,0.04561924801212998,0.5609290348783009,73483876
0.14250157354258405,0.0007111884405294424,0.09310904567804495,0.2165172450417054,0.38953191100499324,0.029784548197468966,0.0007111090558637403,0.1271333790388101,73474956
0.27303096462708976,0.0005239694582255632,0.000523851150111986,0.0005237726285533332,0.0005238442355109275,0.0005244618001426678,0.7238252441932242,0.0005238919071415046,73474871
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,73470161
