Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,work_id
0.029013523566993334,0.02884191244483447,0.028743467450236863,0.8838838741531488,0.029517222384786507,73454846
0.006974076446214966,0.9722124191779014,0.006913791041670347,0.006985798839686102,0.006913914494527346,73447521
0.02008741177692019,0.020003043955825212,0.020374478054121455,0.9195293402947701,0.02000572591836296,73404586
0.025061011061688596,0.025003544534788747,0.8999260719604807,0.025002705384052085,0.025006667058989854,73398356
0.015444958521638808,0.01553651571719268,0.015504342819269972,0.015541944494354643,0.937972238447544,73189381
0.957584884744895,0.010574272877783087,0.010600764272015391,0.01066301924220533,0.010577058863101141,73168956
0.009124247427926729,0.963516762992331,0.00909276981511518,0.009122687680833883,0.009143532083793376,73162251
0.9463791449859629,0.013517970450446488,0.013386142695131506,0.013379159614352654,0.013337582254106372,73145681
0.012520912432657409,0.9498640095745444,0.012531875947336712,0.012549511435163656,0.012533690610297733,73128221
0.02510451623538543,0.025005351145737847,0.025006706505786732,0.899873356805535,0.025010069307554852,73080391
0.022386377311250042,0.0222243096836051,0.022273635040836164,0.022440849082681884,0.9106748288816269,73051026
0.011165236476539045,0.011118386782879389,0.9553120828982768,0.011290390906618184,0.011113902935686445,73035356
0.8999783731512638,0.025004405742303774,0.025005527317475715,0.025003360087565884,0.025008333701390682,73032696
0.02518180733449821,0.025096679414656712,0.025059657287516284,0.8990001093913821,0.025661746571946704,73011126
0.9333153972546219,0.016670299980387843,0.016671236815256497,0.016669433036361047,0.016673632913372528,72684851
0.013407782067994761,0.9462423257831655,0.013521715072320563,0.013490906607554712,0.0133372704689645,72664191
0.01336195376505343,0.01336549366843166,0.9464332135549056,0.013485674258616359,0.013353664752992806,72636416
0.9527644820672183,0.01179187683198812,0.01181283424204426,0.011861791948028775,0.011769014910720549,72635346
0.011859101975461025,0.011805122875740339,0.9525949565546437,0.011959970547797844,0.011780848046357106,72629041
0.9678742062522724,0.008032779727305409,0.00802230581325924,0.008052602357404385,0.008018105849758638,72624701
0.01055241515377692,0.010548626611622425,0.010539832555976961,0.9578286588760171,0.010530466802606633,72615901
0.010598226741477597,0.010546015176192346,0.010591243464361189,0.9577350115050657,0.010529503112903344,72591676
0.009575860472969483,0.009555878450091218,0.009542485261381012,0.009584459266933985,0.9617413165486243,72591531
0.018499179273207496,0.01843609489653134,0.01820645693219072,0.9266716195132974,0.018186649384773098,72535051
0.009237580610231753,0.009150386859517816,0.009192276114530242,0.9633140739359783,0.009105682479741792,72528926
0.0067112050022756255,0.9731679020831222,0.0066915508937654715,0.006746462404522686,0.006682879616313974,72500056
0.9763888566828068,0.005900887568336527,0.005889039441444078,0.005914054102192439,0.0059071622052201365,72455821
