Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,work_id
0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,55071994
0.0004967080524452625,0.000500433980504623,0.0004993565317372785,0.00049881546035634,0.0004983466108445381,0.9975063393641119,51188194
0.0019843877012973845,0.0019970645732061676,0.9900345198235763,0.001993972458959492,0.0019929961146915123,0.001997059328269148,51141664
0.0034115369061361884,0.0034156466546662826,0.9829178602746994,0.0034171158365254375,0.0034074969009090924,0.0034303434270636134,51114709
0.00046139722919457353,0.00046356969946956624,0.00046344924935538156,0.0004624451948454962,0.0004615266967203981,0.9976876119304147,51104257
0.0085842620541055,0.05905989198529782,0.21192945924662696,0.0005718536672090046,0.007072468320658173,0.7127820647261027,50990785
0.00015509392535708919,0.00015520810373605417,0.0001552859974960705,0.0001552126219899468,0.9992238448411633,0.00015535451025763336,50966977
0.00015509392535708919,0.00015520810373605417,0.0001552859974960705,0.0001552126219899468,0.9992238448411633,0.00015535451025763336,50966977
0.0008556034832245634,0.0008570827492983239,0.995707942073269,0.0008595148894054231,0.0008574603243168978,0.000862396480485752,50963689
0.0006080710707343388,0.0006087302041912261,0.0006106919523026825,0.0006101099261651865,0.0006078547507844406,0.9969545420958221,50914888
0.997834493456365,0.00043309840024101576,0.0004331009522414324,0.00043304619471513684,0.00043296990470597426,0.0004332910917313405,50903998
0.997834493456365,0.00043309840024101576,0.0004331009522414324,0.00043304619471513684,0.00043296990470597426,0.0004332910917313405,50903998
0.002777800871038729,0.0027866673190003375,0.002795512967668151,0.9860605332598973,0.002784165573059757,0.0027953200093357054,50882041
0.0006788323182746123,0.0006805739153493365,0.9965971487418166,0.0006801288806553797,0.0006789594052448268,0.0006843567386592327,50868109
0.0034029639990920454,0.9829721369949346,0.003408070793997007,0.0034055904320778184,0.003404299435520419,0.003406938344377984,50748367
0.0034029639990920454,0.9829721369949346,0.003408070793997007,0.0034055904320778184,0.003404299435520419,0.003406938344377984,50748367
0.0008963765913002969,0.9955125748754854,0.0008988128580978958,0.0008969367261043185,0.0008967272349835422,0.000898571714028576,50683702
0.0008963765913002969,0.9955125748754854,0.0008988128580978958,0.0008969367261043185,0.0008967272349835422,0.000898571714028576,50683702
0.00029350394308574933,0.00029364106664778037,0.056651962190541534,0.0002937869933898846,0.00029336273586450223,0.9421737430704705,50673961
0.023933338492679986,0.012160076980682924,0.26104848391102875,0.0008404462451464588,0.0008357470608519474,0.7011819073096099,50661580
0.00491044253612711,0.004909650741944033,0.004931830328043721,0.9754056301001439,0.004902568739002588,0.00493987755473884,50646364
0.0006957525224744181,0.0006989750426787764,0.3480974549329228,0.0006993182417062052,0.0006971788115618679,0.6491113204486559,50641408
0.0007446212331845146,0.0007470077978581749,0.9962693005149642,0.000746179577249671,0.0007452046351417198,0.0007476862416016894,50629513
0.00011845792499716677,0.00011873443512983862,0.00011880191728610007,0.00011854970862413438,0.00011835126618788663,0.9994071047477749,50506384
0.0008992360875405223,0.000904778099618451,0.36652525250865364,0.000905211381727906,0.0008987188106372227,0.6298668031118223,50486068
0.0026094099841911813,0.9869193097981293,0.002621933309698648,0.0026173198127047823,0.0026093182429296076,0.002622708852346562,50473138
0.0012033925627220824,0.016499920568616624,0.1712851284217764,0.02802742576237998,0.0012043057412453291,0.7817798269432595,50467378
0.00015509392535708919,0.00015520810373605417,0.0001552859974960705,0.0001552126219899468,0.9992238448411633,0.00015535451025763336,50966977
0.00015509392535708919,0.00015520810373605417,0.0001552859974960705,0.0001552126219899468,0.9992238448411633,0.00015535451025763336,50966977
0.0010838372674284882,0.0010854008290942959,0.0010876188589135003,0.9945701683535167,0.0010838977268442507,0.0010890769642027138,50918581
0.0008641329418030384,0.0008652453026925538,0.0008676873024323976,0.9956678932316136,0.0008651715135183409,0.0008698697079401966,50908189
0.997834493456365,0.00043309840024101576,0.0004331009522414324,0.00043304619471513684,0.00043296990470597426,0.0004332910917313405,50903998
0.997834493456365,0.00043309840024101576,0.0004331009522414324,0.00043304619471513684,0.00043296990470597426,0.0004332910917313405,50903998
0.0011835028458492844,0.0011899914834957023,0.0011943268828478243,0.0011908732566575258,0.0011846878802395206,0.9940566176509101,50790142
0.0005547395146051665,0.0005577025885691496,0.997219133969888,0.0005554245376703858,0.0005554705464635252,0.0005575288428035541,50790037
