Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,work_id
0.011800109402590327,0.9527914084133597,0.011845369294932412,0.011770294893720227,0.011792817995397315,55071994
0.020052586923315005,0.9194109763173972,0.02012858442081725,0.02001031145153229,0.020397540886938164,51188194
0.9198053323515418,0.020114827704336924,0.020067041059859247,0.020006992805154132,0.020005806079108006,51141664
0.022492321178776455,0.02258496959212052,0.9103160775251258,0.022377995423127912,0.022228636280849277,51114709
0.014288767716856594,0.9428238798020686,0.014302231952654872,0.014293195792405369,0.014291924736014703,51104257
0.8855800338251028,0.028676383988798147,0.028577799186826753,0.028583955007249615,0.02858182799202279,50990785
0.009112994309269682,0.9635772176520918,0.00909735023126736,0.009120732347943281,0.009091705459428001,50966977
0.009112994309269682,0.9635772176520918,0.00909735023126736,0.009120732347943281,0.009091705459428001,50966977
0.011131178701706221,0.011141530299780149,0.011186956139321443,0.011113428503518338,0.9554269063556738,50963689
0.004129297868312658,0.983583190006198,0.00410771702426495,0.004094970142308175,0.004084824958916161,50914888
0.9618858100149245,0.009535420499024883,0.009529680373249205,0.009524612611564235,0.009524476501237203,50903998
0.9618858100149245,0.009535420499024883,0.009529680373249205,0.009524612611564235,0.009524476501237203,50903998
0.9616451059078315,0.009712029557442525,0.009547936905540193,0.009557496902261589,0.009537430726924352,50882041
0.9384437585560615,0.015386685272305963,0.015387979336396374,0.015391396109073517,0.015390180726162687,50868109
0.014331861760826438,0.9426950009639218,0.014342815232880007,0.014306924956572955,0.014323397085798743,50748367
0.014331861760826438,0.9426950009639218,0.014342815232880007,0.014306924956572955,0.014323397085798743,50748367
0.018192560099125354,0.018314372808080664,0.01824630245259111,0.018183485066265142,0.9270632795739376,50683702
0.018192560099125354,0.018314372808080664,0.01824630245259111,0.018183485066265142,0.9270632795739376,50683702
0.004694119996582471,0.004684405695895764,0.9812661423318308,0.0046695833822902,0.004685748593400783,50673961
0.9596771785129701,0.010112044727518824,0.010087133316463326,0.010108493873652907,0.01001514956939495,50661580
0.003081986942635886,0.0030934601514942157,0.9876642387453353,0.0030779386521499765,0.003082375508384558,50646364
0.028575148530589997,0.02857429030926091,0.8856909730836315,0.028580577132203654,0.028579010944313928,50641408
0.011135152367741335,0.9552809838747411,0.011246115488529978,0.011116251494115846,0.011221496774871727,50629513
0.014286938409086302,0.014297347774617155,0.014287239020237754,0.01428871004010589,0.9428397647559529,50506384
0.014325623915936468,0.9426595673350252,0.014327375797668239,0.014292311734149991,0.014395121217220069,50486068
0.013504761551619046,0.9461667684464891,0.013499018072583968,0.013473573399616018,0.013355878529692044,50473138
0.016732505437486084,0.932906785347568,0.016683883703951796,0.01667527904967832,0.01700154646131573,50467378
0.009112994309269682,0.9635772176520918,0.00909735023126736,0.009120732347943281,0.009091705459428001,50966977
0.009112994309269682,0.9635772176520918,0.00909735023126736,0.009120732347943281,0.009091705459428001,50966977
0.006907303888737946,0.006959386743765095,0.00690997875924583,0.9723257940664718,0.006897536541779345,50918581
0.9794030889766607,0.005170459652792477,0.005149886690362746,0.00513029501511694,0.0051462696650672055,50908189
0.9618858100149245,0.009535420499024883,0.009529680373249205,0.009524612611564235,0.009524476501237203,50903998
0.9618858100149245,0.009535420499024883,0.009529680373249205,0.009524612611564235,0.009524476501237203,50903998
0.015398234131290755,0.01574676435317568,0.937430360123236,0.01538964871722177,0.01603499267507579,50790142
0.015430657088881413,0.9378858294063969,0.015574641833129376,0.01550036124634721,0.0156085104252453,50790037
