Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,work_id
0.9271621183506118,0.01818534122716826,0.018184696095802016,0.018185394953256256,0.018282449373161782,5007118
0.051370806425165234,0.05133794316974372,0.7950888771455945,0.05092889022494071,0.05127348303455574,5006320
0.03337391296814027,0.03333893579197138,0.03333790991027823,0.03333902121744363,0.8666102201121666,4995850
0.06775575100238186,0.0666812820767471,0.06667860433195631,0.06668150511090941,0.7322028574780053,4929865
0.7996002612523974,0.050007112186252416,0.05037899187391649,0.050007214555882404,0.05000642013155139,4976515
0.040006995562242006,0.040007729356165936,0.8384361013130217,0.04088727449220426,0.0406618992763661,4908538
0.8396556340766802,0.04032217995175964,0.04000662474070378,0.04000823385673909,0.04000732737411749,5085703
0.06703760258038378,0.06736510204802187,0.7303313773151282,0.06732784226575297,0.06793807579071312,4956577
0.06878964284489521,0.7300965678978713,0.06667747716274702,0.06775768679594217,0.06667862529854425,4994023
0.06704411153272732,0.06720043779188084,0.730652582325576,0.06716257207321319,0.06794029627660275,5030722
0.10000989530179058,0.10001093326944806,0.10000893084936165,0.10001110002334897,0.5999591405560507,4880572
0.9198301652762847,0.020031524838217542,0.020002977665298197,0.020072233860080908,0.020063098360118665,5006515
0.050556049599811165,0.797825126611857,0.05039376130118173,0.05035177478600893,0.05087328770114118,5056036
0.050006805682187655,0.050007519910376094,0.050006142133081084,0.7999727385026499,0.05000679377170526,5058223
0.04000498075723145,0.04008902415213475,0.04007216072635243,0.04000558697027407,0.8398282473940073,4919329
0.050823836121766976,0.7965407999733789,0.05099435568779295,0.050457117403928275,0.05118389081313302,5085778
0.04011069126126889,0.8386484302232282,0.041128365137863165,0.040003257329354454,0.04010925604828509,4966549
0.0400060236851297,0.04000665628022894,0.04000543608166233,0.04000675794222571,0.8399751260107533,4946347
0.02502200347502735,0.025537115460974917,0.025050272470281416,0.8993318412143243,0.025058767379391937,5050006
0.10114125472204585,0.10164363532645854,0.10371907357480278,0.10151951633258878,0.5919765200441041,4929040
0.028871082829280234,0.028576334748355473,0.028575436353171293,0.028576409559644803,0.8854007365095482,5007220
0.03335786294581167,0.03349777579831077,0.8664479218942246,0.033338627520983204,0.033357811840669764,4934176
0.04011078008628395,0.8397161813950375,0.040099468022551724,0.04000294026473438,0.04007063023139236,4965496
0.02230240144267358,0.022397817871094027,0.022474284606810252,0.9103418640877542,0.022483631991667904,5107628
0.2,0.2,0.2,0.2,0.2,5043361
0.03350222217618625,0.8654171176912682,0.034017163941549376,0.033337600547542576,0.033725895643453685,4949449
0.10000230296535537,0.100002641418222,0.10000204240448468,0.599990737139946,0.10000227607199187,4938511
0.020027710613080712,0.02023872748072931,0.9193861637024373,0.020319868443122637,0.020027529760630228,4925182
0.02860476335081844,0.8853569018065097,0.02868162061977624,0.028682556181065154,0.028674158041830492,4815728
0.01670449975301778,0.016677056694194944,0.016683503482840496,0.9331523935611917,0.01678254650875504,4918636
0.022317242169822386,0.022315444311372216,0.910539892075714,0.02232532609327574,0.022502095349815725,4807733
0.014332037770512552,0.014388864836936535,0.9426417775830658,0.014310175821526076,0.014327143987958996,4994512
0.1000088336261062,0.10000976010187593,0.10000797279467688,0.5985246100082393,0.1014488234691017,4917364
0.02896017463181734,0.029102802694891662,0.8841239984026856,0.028777418027289482,0.029035606243315783,4865510
0.03336508819946717,0.425952700797143,0.03340463270218467,0.47391269861701985,0.033364879684185444,4993090
0.02015157683842505,0.020088270513485194,0.020092442722725805,0.919665306583913,0.02000240334145099,5047936
0.025262834881257794,0.025484079777831924,0.02632391039461763,0.02500369448765833,0.8979254804586343,5028397
0.7961187418521538,0.050551855176323594,0.05000853643532469,0.05001061074162688,0.05331025579457089,4922923
0.06668223324828607,0.06743296556081979,0.4008098038685386,0.39811503153877686,0.06695996578357871,4943851
0.04116431076746159,0.50679056035782,0.3719859811289154,0.04000291150519549,0.04005623624060741,5012179
